"Word","CEFR"
"legitimitet","B2"
"befäl","B2"
"sökande","B2"
"pojkvän","B2"
"poängtera","B2"
"överträdelse","B2"
"klimatfråga","B2"
"telefonsamtal","B2"
"beredskap","B2"
"vers","B2"
"monarki","B2"
"ockupera","B2"
"skum","B2"
"turism","B2"
"befrielse","B2"
"byxa","B2"
"rekrytera","B2"
"sökande","B2"
"förmögenhet","B2"
"gången","B2"
"liksom","B2"
"äpple","B2"
"höjdpunkt","B2"
"sammanställning","B2"
"underhållning","B2"
"uppbyggnad","B2"
"etablissemang","B2"
"kontinuerligt","B2"
"krama","B2"
"missförstånd","B2"
"nationalistisk","B2"
"obalans","B2"
"nyår","B2"
"produktiv","B2"
"till rätta","B2"
"avveckling","B2"
"provocera","B2"
"erfaren","B2"
"blank","B2"
"singel","B2"
"försörjning","B2"
"irländsk","B2"
"kurd","B2"
"psykolog","B2"
"samtala","B2"
"sekel","B2"
"federal","B2"
"frustration","B2"
"fundamental","B2"
"omge","B2"
"företa","B2"
"utdrag","B2"
"fram och tillbaka","B2"
"lågt","B2"
"skal","B2"
"irakisk","B2"
"parallell","B2"
"avslag","B2"
"emellanåt","B2"
"källare","B2"
"merpart","B2"
"vetskap","B2"
"delägare","B2"
"distans","B2"
"eliminera","B2"
"i motsats till","B2"
"tolerans","B2"
"krigare","B2"
"bosätta","B2"
"filma","B2"
"upplägg","B2"
"föda","B2"
"överläggning","B2"
"miss","B2"
"moské","B2"
"passion","B2"
"zon","B2"
"tunga","B2"
"vass","B2"
"klient","B2"
"spana","B2"
"utbetalning","B2"
"obetydlig","B2"
"kurdisk","B2"
"relevans","B2"
"förutsatt att","B2"
"motarbeta","B2"
"påtryckning","B2"
"efterföljande","B2"
"nyhetsbrev","B2"
"årsskifte","B2"
"avvikelse","B2"
"tilltala","B2"
"stift","B2"
"hemlös","B2"
"splittra","B2"
"bosätta sig","B2"
"bekräftelse","B2"
"försvarsminister","B2"
"dokumentera","B2"
"lydnad","B2"
"tragedi","B2"
"organism","B2"
"socialtjänst","B2"
"tillskriva","B2"
"humanist","B2"
"snett","B2"
"firma","B2"
"förankring","B2"
"reporänta","B2"
"sekulär","B2"
"fortsättningsvis","B2"
"erfara","B2"
"inblandning","B2"
"signalspaning","B2"
"svininfluensa","B2"
"liknelse","B2"
"beväpnad","B2"
"härligt","B2"
"ingripande","B2"
"pigg","B2"
"bebyggelse","B2"
"fysiskt","B2"
"romantisk","B2"
"ingående","B2"
"märkning","B2"
"lojalitet","B2"
"penna","B2"
"får","B2"
"illustration","B2"
"rock","B2"
"innehav","B2"
"tilltro","B2"
"dvd","B2"
"bensin","B2"
"bromsa","B2"
"bråka","B2"
"kula","B2"
"svält","B2"
"klo","B2"
"sektion","B2"
"avskaffande","B2"
"examen","B2"
"religionsfrihet","B2"
"utåt","B2"
"balansera","B2"
"heltid","B2"
"hemifrån","B2"
"stifta","B2"
"verkställande","B2"
"asyl","B2"
"graviditet","B2"
"korsa","B2"
"avlägsna","B2"
"beställning","B2"
"fasad","B2"
"infinna sig","B2"
"hyfsat","B2"
"julafton","B2"
"organisk","B2"
"åtnjuta","B2"
"för alltid","B2"
"hemmaplan","B2"
"kloster","B2"
"förlita sig","B2"
"förlägga","B2"
"spontan","B2"
"informell","B2"
"förvåning","B2"
"iaktta","B2"
"körkort","B2"
"försäkringsbolag","B2"
"missnöje","B2"
"etnicitet","B2"
"inbjudan","B2"
"dyster","B2"
"okunskap","B2"
"garanterat","B2"
"sammanfattningsvis","B2"
"spark","B2"
"arbetsdag","B2"
"silver","B2"
"organisatorisk","B2"
"slutgiltig","B2"
"tungt","B2"
"bekänna","B2"
"kostym","B2"
"schema","B2"
"långtgående","B2"
"mask","B2"
"materiel","B2"
"mobbning","B2"
"leksak","B2"
"spridd","B2"
"stava","B2"
"tillit","B2"
"modig","B2"
"utbrott","B2"
"apparat","B2"
"disk","B2"
"drama","B2"
"exportera","B2"
"försoning","B2"
"universell","B2"
"beroende","B2"
"surfa","B2"
"diktator","B2"
"passage","B2"
"inbyggd","B2"
"plåga","B2"
"strikt","B2"
"utlova","B2"
"riksbank","B2"
"återta","B2"
"dokumentation","B2"
"ingrediens","B2"
"inträda","B2"
"show","B2"
"bak","B2"
"delaktighet","B2"
"i viss mån","B2"
"odling","B2"
"vardagsrum","B2"
"fascinerande","B2"
"kontext","B2"
"lina","B2"
"folkhögskola","B2"
"glasögon","B2"
"inviga","B2"
"rop","B2"
"varannan","B2"
"disciplin","B2"
"europé","B2"
"härskare","B2"
"återkomst","B2"
"i fred","B2"
"kompensation","B2"
"representativ","B2"
"strömma","B2"
"kartlägga","B2"
"systematiskt","B2"
"i relation till","B2"
"uppe","B2"
"yxa","B2"
"bevakning","B2"
"missionär","B2"
"rätta","B2"
"bekännelse","B2"
"ensidig","B2"
"högtid","B2"
"institutionell","B2"
"psykiskt","B2"
"skjorta","B2"
"under förutsättning att","B2"
"rehabilitering","B2"
"skärgård","B2"
"övervinna","B2"
"enkät","B2"
"garderob","B2"
"läxa","B2"
"med avseende på","B2"
"trumma","B2"
"pol","B2"
"choklad","B2"
"återhämtning","B2"
"bakterie","B2"
"exploatering","B2"
"kärnkraftverk","B2"
"stig","B2"
"primär","B2"
"republikan","B2"
"gestalt","B2"
"konstitutionell","B2"
"avslutningsvis","B2"
"indian","B2"
"ingenstans","B2"
"nuförtiden (el. nu för tiden)","B2"
"runda","B2"
"baltisk","B2"
"farfar","B2"
"förtydliga","B2"
"gärningsman","B2"
"succé","B2"
"tröst","B2"
"epok","B2"
"intention","B2"
"nedskärning","B2"
"tillika","B2"
"remiss","B2"
"skåda","B2"
"bevittna","B2"
"främling","B2"
"juridik","B2"
"utvisning","B2"
"folkrätt","B2"
"legitim","B2"
"bostadsområde","B2"
"egyptisk","B2"
"glatt","B2"
"hyresgäst","B2"
"radikalt","B2"
"vinge","B2"
"klassa","B2"
"legend","B2"
"öre","B2"
"nazistisk","B2"
"varsin","B2"
"begrava","B2"
"funktionsnedsättning","B2"
"kontra","B2"
"persisk","B2"
"tillskott","B2"
"klagomål","B2"
"konstverk","B2"
"kortsiktig","B2"
"avliden","B2"
"backe","B2"
"förespråkare","B2"
"indikator","B2"
"nutida","B2"
"textstorlek","B2"
"åta","B2"
"asiatisk","B2"
"meny","B2"
"muntlig","B2"
"nedre","B2"
"regeringsform","B2"
"otrevlig","B2"
"publikation","B2"
"halt","B2"
"borg","B2"
"pedofil","B2"
"porträtt","B2"
"utomstående","B2"
"ironi","B2"
"manipulera","B2"
"afghansk","B2"
"jag","B2"
"utomhus","B2"
"privilegium","B2"
"rensning","B2"
"etapp","B2"
"minimera","B2"
"till fullo","B2"
"representation","B2"
"latin","B2"
"måhända","B2"
"serbisk","B2"
"estetisk","B2"
"explodera","B2"
"folkrörelse","B2"
"grundare","B2"
"konspiration","B2"
"kritiskt","B2"
"kurva","B2"
"operera","B2"
"turné","B2"
"åskådare","B2"
"forntid","B2"
"alliansregering","B2"
"framgångsrikt","B2"
"ovan","B2"
"robot","B2"
"försvarare","B2"
"landslag","B2"
"proportion","B2"
"verkstad","B2"
"ask","B2"
"bomba","B2"
"jeans","B2"
"jordbävning","B2"
"ratt","B2"
"brant","B2"
"befälhavare","B2"
"bot","B2"
"dusch","B2"
"konsensus","B2"
"könsneutral","B2"
"våldta","B2"
"skruva","B2"
"slutföra","B2"
"återspegla","B2"
"eko","B2"
"horisont","B2"
"inkomma","B2"
"ministerråd","B2"
"beslutsfattare","B2"
"suck","B2"
"utlösa","B2"
"flygbolag","B2"
"spegel","B2"
"konventionell","B2"
"metall","B2"
"återstående","B2"
"i fjol","B2"
"lönsamhet","B2"
"vari","B2"
"balanserad","B2"
"antiken","B2"
"innovativ","B2"
"utnämna","B2"
"islamistisk","B2"
"pricka","B2"
"tunnel","B2"
"avreglering","B2"
"bristfällig","B2"
"ensamstående","B2"
"inomhus","B2"
"kapabel","B2"
"autonom","B2"
"mekanisk","B2"
"övertygande","B2"
"kvarvarande","B2"
"vägnar","B2"
"befara","B2"
"beundra","B2"
"förfall","B2"
"toppmöte","B2"
"trakasseri","B2"
"kupp","B2"
"bistå","B2"
"sno","B2"
"genuin","B2"
"nuläge","B2"
"ros","B2"
"tittare","B2"
"trasig","B2"
"check","B2"
"irrelevant","B2"
"moraliskt","B2"
"överlag","B2"
"förstånd","B2"
"blockad","B2"
"nutid","B2"
"omställning","B2"
"rumpa","B2"
"förebyggande","B2"
"notis","B2"
"mejl","B2"
"moms","B2"
"samspel","B2"
"aktiebolag","B2"
"jävel","B2"
"ledighet","B2"
"prat","B2"
"uppför","B2"
"riksdagsbeslut","B2"
"balkong","B2"
"glass","B2"
"kallelse","B2"
"omsätta","B2"
"destruktiv","B2"
"för","B2"
"sy","B2"
"virtuell","B2"
"ärkebiskop","B2"
"invända","B2"
"restriktion","B2"
"snar","B2"
"upprörd","B2"
"koncern","B2"
"minimal","B2"
"konvent","B2"
"fientlig","B2"
"förfader","B2"
"underhålla","B2"
"vansinnig","B2"
"biografi","B2"
"räddning","B2"
"rör","B2"
"fiska","B2"
"försämring","B2"
"mode","B2"
"programledare","B2"
"ytlig","B2"
"genomgående","B2"
"tron","B2"
"efternamn","B2"
"hämnd","B2"
"puls","B2"
"tidsperiod","B2"
"medelålder","B2"
"nyfikenhet","B2"
"barnomsorg","B2"
"ggr (gånger)","B2"
"framstående","B2"
"innehavare","B2"
"funktionshindrad","B2"
"isolering","B2"
"kreditkort","B2"
"otillräcklig","B2"
"arbetsmiljö","B2"
"fusk","B2"
"lik","B2"
"nationalitet","B2"
"smör","B2"
"tillträda","B2"
"bänk","B2"
"korthet","B2"
"kungarike","B2"
"målvakt","B2"
"svans","B2"
"utvisa","B2"
"lite grann","B2"
"efterträdare","B2"
"led","B2"
"närstående","B2"
"parallell","B2"
"plötslig","B2"
"rök","B2"
"skälla","B2"
"valp","B2"
"fruktan","B2"
"rekrytering","B2"
"förövare","B2"
"popularitet","B2"
"symbolisera","B2"
"kollaps","B2"
"kändis","B2"
"ont","B2"
"termin","B2"
"tills vidare","B2"
"dilemma","B2"
"smärtsam","B2"
"holländsk","B2"
"klämma","B2"
"ateist","B2"
"fotnot","B2"
"samverka","B2"
"antik","B2"
"krånglig","B2"
"förpackning","B2"
"överskrida","B2"
"aktivera","B2"
"flytt","B2"
"vida","B2"
"älg","B2"
"förstörelse","B2"
"elegant","B2"
"avgång","B2"
"montera","B2"
"polisman","B2"
"preliminär","B2"
"primitiv","B2"
"avrättning","B2"
"nedåt","B2"
"real","B2"
"överväldigande","B2"
"gym","B2"
"federation","B2"
"mötesplats","B2"
"öster","B2"
"beslutsfattande","B2"
"psykiatri","B2"
"handläggning","B2"
"utbryta","B2"
"fientlighet","B2"
"inredning","B2"
"troll","B2"
"identisk","B2"
"riksförbund","B2"
"sal","B2"
"förtjust","B2"
"generalsekreterare","B2"
"genomsyra","B2"
"öppning","B2"
"obefintlig","B2"
"tillförlitlig","B2"
"näringsminister","B2"
"protein","B2"
"applåd","B2"
"ersättare","B2"
"onödigt","B2"
"tjänstgöra","B2"
"fastslå","B2"
"slut","B2"
"solig","B2"
"gåta","B2"
"härlighet","B2"
"återuppta","B2"
"fördriva","B2"
"hertig","B2"
"påsk","B2"
"komplement","B2"
"modersmål","B2"
"beröm","B2"
"frö","B2"
"installation","B2"
"släcka","B2"
"odds","B2"
"årsmöte","B2"
"arm","B2"
"kommunstyrelse","B2"
"mångkulturell","B2"
"varaktig","B2"
"horn","B2"
"sedel","B2"
"valsedel","B2"
"merit","B2"
"skinn","B2"
"badrum","B2"
"inbegripa","B2"
"sovrum","B2"
"uppehålla","B2"
"opassande","B2"
"hårddisk","B2"
"insamling","B2"
"oändligt","B2"
"påminnelse","B2"
"marin","B2"
"opera","B2"
"aktieägare","B2"
"panel","B2"
"på något vis","B2"
"inflytelserik","B2"
"polismyndighet","B2"
"vetenskapsman","B2"
"begåvad","B2"
"miljöfråga","B2"
"miste","B2"
"nicka","B2"
"övervägande","B2"
"förtjänst","B2"
"inge","B2"
"stolt","B2"
"undergång","B2"
"ambitiös","B2"
"hebreisk","B2"
"växelkurs","B2"
"möda","B2"
"anklagad","B2"
"klassrum","B2"
"kontinuerlig","B2"
"si","B2"
"entusiasm","B2"
"respons","B2"
"monster","B2"
"rån","B2"
"självkänsla","B2"
"sammanhållning","B2"
"sammanfalla","B2"
"bara","B2"
"intensivt","B2"
"optimal","B2"
"suverän","B2"
"upp och ner","B2"
"apotek","B2"
"hälla","B2"
"käka","B2"
"fäste","B2"
"hastigt","B2"
"livslång","B2"
"svälta","B2"
"välta","B2"
"arbetsgivaravgift","B2"
"demon","B2"
"fastighetsskatt","B2"
"korridor","B2"
"stridsvagn","B2"
"tillvara","B2"
"vittnesmål","B2"
"ansvarsfull","B2"
"bagage","B2"
"evigt","B2"
"koldioxidutsläpp","B2"
"fängsla","B2"
"utflykt","B2"
"gratulera","B2"
"studerande","B2"
"upprop","B2"
"utgåva","B2"
"vädja","B2"
"finländsk","B2"
"morfar","B2"
"norrman","B2"
"skandinavisk","B2"
"tumme","B2"
"utslag","B2"
"familjemedlem","B2"
"lasta","B2"
"ledarsida","B2"
"skräp","B2"
"smitta","B2"
"påtala","B2"
"stort","B2"
"levnadsstandard","B2"
"palats","B2"
"tyska","B2"
"opinionsundersökning","B2"
"vetenskapligt","B2"
"revidera","B2"
"lovande","B2"
"orolighet","B2"
"brud","B2"
"tillvägagångssätt","B2"
"klistra","B2"
"trams","B2"
"isär","B2"
"kärleksfull","B2"
"usch","B2"
"avslöjande","B2"
"beskatta","B2"
"skrivbord","B2"
"utrikespolitisk","B2"
"vakta","B2"
"arbetskamrat","B2"
"idiotisk","B2"
"spontant","B2"
"tillställning","B2"
"tvärs","B2"
"budgetår","B2"
"förtrycka","B2"
"passande","B2"
"atom","B2"
"avta","B2"
"chips","B2"
"markering","B2"
"tillåten","B2"
"öken","B2"
"sammanhängande","B2"
"fläck","B2"
"retorisk","B2"
"borgmästare","B2"
"förlorare","B2"
"melodi","B2"
"senat","B2"
"skarpt","B2"
"sjöman","B2"
"bläddra","B2"
"bärare","B2"
"gissning","B2"
"i onödan","B2"
"stryk","B2"
"strålning","B2"
"terräng","B2"
"väva","B2"
"skönt","B2"
"spricka","B2"
"äldreomsorg","B2"
"övertala","B2"
"känslomässig","B2"
"feber","B2"
"härja","B2"
"spelregel","B2"
"bekymrad","B2"
"annonsera","B2"
"belastning","B2"
"flock","B2"
"inspektion","B2"
"laddning","B2"
"sammanslutning","B2"
"svek","B2"
"aska","B2"
"bekymra","B2"
"finanspolitik","B2"
"godtycklig","B2"
"bluff","B2"
"distribuera","B2"
"from","B2"
"förlopp","B2"
"nedläggning","B2"
"bestrida","B2"
"huvudman","B2"
"ikapp","B2"
"empati","B2"
"sammansatt","B2"
"avlyssning","B2"
"dessförinnan","B2"
"golf","B2"
"rasande","B2"
"reaktionär","B2"
"vifta","B2"
"överklagande","B2"
"anor","B2"
"dominans","B2"
"lax","B2"
"organisering","B2"
"gift","B2"
"prostituerad","B2"
"återupprätta","B2"
"hacka","B2"
"medial","B2"
"entré","B2"
"farbror","B2"
"livlig","B2"
"packning","B2"
"essä","B2"
"magi","B2"
"självständigt","B2"
"trötthet","B2"
"konsekvent","B2"
"rådgivning","B2"
"smälla","B2"
"journalistisk","B2"
"officerare","B2"
"tjuv","B2"
"vidd","B2"
"belysning","B2"
"hänföra","B2"
"nationalstat","B2"
"nedladdning","B2"
"växthuseffekt","B2"
"grotta","B2"
"matematisk","B2"
"ovanpå","B2"
"pärla","B2"
"värk","B2"
"halvlek","B2"
"påtagligt","B2"
"benägen","B2"
"recensera","B2"
"diskriminera","B2"
"pilot","B2"
"eftertanke","B2"
"fiktiv","B2"
"närliggande","B2"
"pålitlig","B2"
"korv","B2"
"reformera","B2"
"pop","B2"
"fördubbla","B2"
"militant","B2"
"sammantaget","B2"
"tillkomst","B2"
"incident","B2"
"intill","B2"
"underrättelse","B2"
"redigera","B2"
"stadigt","B2"
"baka","B2"
"gud","B2"
"herregud","B2"
"observatör","B2"
"facit","B2"
"gruva","B2"
"obekväm","B2"
"fossil","B2"
"verkning","B2"
"kompromissa","B2"
"konspirationsteori","B2"
"nacke","B2"
"svälja","B2"
"tillstyrka","B2"
"rättfärdighet","B2"
"adressat","B2"
"frågetecken","B2"
"image","B2"
"njutning","B2"
"utmärkt","B2"
"isländsk","B2"
"skörda","B2"
"såga","B2"
"sökmotor","B2"
"drastiskt","B2"
"dyrbar","B2"
"haka","B2"
"knacka","B2"
"offentlighet","B2"
"sekretess","B2"
"utkomma","B2"
"indelning","B2"
"utomordentligt","B2"
"olympisk","B2"
"skryta","B2"
"ankomma","B2"
"index","B2"
"umgänge","B2"
"välsignad","B2"
"avsky","B2"
"förmoda","B2"
"lyx","B2"
"skåp","B2"
"svamp","B2"
"uppehåll","B2"
"inbördes","B2"
"indikation","B2"
"jämlik","B2"
"staty","B2"
"uppförande","B2"
"överensstämmelse","B2"
"i grund och botten","B2"
"puss","B2"
"spricka","B2"
"kemikalier","B2"
"konkurrenskraftig","B2"
"tankegång","B2"
"supporter","B2"
"symbolisk","B2"
"mervärde","B2"
"midsommar","B2"
"misstro","B2"
"fälla","B2"
"blues","B2"
"jury","B2"
"kör","B2"
"lyckligtvis","B2"
"jordisk","B2"
"pumpa","B2"
"harmoni","B2"
"trea","B2"
"avvägning","B2"
"markant","B2"
"slopa","B2"
"stål","B2"
"vinning","B2"
"främlingsfientlig","B2"
"mössa","B2"
"riksdagsman","B2"
"runtom","B2"
"skikt","B2"
"avsevärd","B2"
"avvakta","B2"
"dimma","B2"
"förundersökning","B2"
"huvudvärk","B2"
"ohälsa","B2"
"praktisera","B2"
"rusta","B2"
"subvention","B2"
"prisa","B2"
"odemokratisk","B2"
"trilla","B2"
"valfri","B2"
"mina","B2"
"ände","B2"
"hyresrätt","B2"
"härom","B2"
"låga","B2"
"vital","B2"
"damm","B2"
"giftig","B2"
"pizza","B2"
"shopping","B2"
"färga","B2"
"brygga","B2"
"kyckling","B2"
"löv","B2"
"specialist","B2"
"handlägga","B2"
"hyckleri","B2"
"kännetecken","B2"
"överklass","B2"
"drivande","B2"
"arbetssätt","B2"
"hora","B2"
"nobelpris","B2"
"enkelhet","B2"
"förpliktelse","B2"
"larm","B2"
"lättnad","B2"
"predikan","B2"
"ammunition","B2"
"begär","B2"
"entydig","B2"
"missförstå","B2"
"översvämning","B2"
"matcha","B2"
"korrigera","B2"
"försätta","B2"
"frånvarande","B2"
"inblick","B2"
"ved","B2"
"mjukvara","B2"
"motpart","B2"
"riksdagsparti","B2"
"storskalig","B2"
"överflöd","B2"
"gröda","B2"
"jacka","B2"
"mottagande","B2"
"spårvagn","B2"
"återhämta","B2"
"donera","B2"
"sjukpenning","B2"
"bevarande","B2"
"bokhylla","B2"
"insida","B2"
"överraska","B2"
"blöt","B2"
"relatera","B2"
"underrättelsetjänst","B2"
"dynamik","B2"
"anmälning","B2"
"farhåga","B2"
"rovdjur","B2"
"tillsynsmyndighet","B2"
"adoptera","B2"
"administrera","B2"
"alltihop (vardagl. alltihopa)","B2"
"dramatiskt","B2"
"korkad","B2"
"marsch","B2"
"smäll","B2"
"less","B2"
"följande","B2"
"expedition","B2"
"heltäckande","B2"
"konvertera","B2"
"i behov av","B2"
"katastrofal","B2"
"näringsidkare","B2"
"otur","B2"
"flygning","B2"
"hierarki","B2"
"magasin","B2"
"plast","B2"
"stadig","B2"
"krävande","B2"
"täckt","B2"
"verifiera","B2"
"blek","B2"
"förbjuden","B2"
"förnybar","B2"
"kyrkogård","B2"
"ovilja","B2"
"anarkist","B2"
"kartläggning","B2"
"krympa","B2"
"skål","B2"
"underskatta","B2"
"skifta","B2"
"spänn","B2"
"auktion","B2"
"halka","B2"
"kista","B2"
"sex","B2"
"vätska","B2"
"fascistisk","B2"
"hiss","B2"
"tå","B2"
"bestraffning","B2"
"bokstavligen","B2"
"empirisk","B2"
"felaktigt","B2"
"konfrontera","B2"
"materia","B2"
"medborgerlig","B2"
"övergiven","B2"
"tillfredsställa","B2"
"anmärkning","B2"
"nej","B2"
"skida","B2"
"förgäves","B2"
"hiv","B2"
"kabel","B2"
"projektledare","B2"
"strikt","B2"
"damm","B2"
"klinik","B2"
"råtta","B2"
"strömning","B2"
"kandidera","B2"
"revolutionär","B2"
"ritning","B2"
"utmed","B2"
"visdom","B2"
"uppfostra","B2"
"lagändring","B2"
"så länge (som)","B2"
"kulturarv","B2"
"nordlig","B2"
"plantera","B2"
"chaufför","B2"
"inuti","B2"
"förbruka","B2"
"budgetproposition","B2"
"ceremoni","B2"
"uran","B2"
"aktualisera","B2"
"barnfamilj","B2"
"population","B2"
"undanröja","B2"
"utväg","B2"
"entreprenörskap","B2"
"godtagbar","B2"
"mardröm","B2"
"storebror","B2"
"isolera","B2"
"kalas","B2"
"kopiering","B2"
"paroll","B2"
"shoppa","B2"
"språkbruk","B2"
"diabetes","B2"
"fortlöpande","B2"
"klädsel","B2"
"svagt","B2"
"ämbete","B2"
"historik","B2"
"intyg","B2"
"konversation","B2"
"växel","B2"
"byråkratisk","B2"
"etablering","B2"
"förnuftig","B2"
"hedra","B2"
"omedveten","B2"
"stundtals","B2"
"tjata","B2"
"tjeckisk","B2"
"åtanke","B2"
"fördelaktig","B2"
"assistent","B2"
"läskig","B2"
"nationalekonomi","B2"
"återfå","B2"
"övernaturlig","B2"
"elektricitet","B2"
"grovt","B2"
"javisst (el. ja visst)","B2"
"beskylla","B2"
"obegränsad","B2"
"anordning","B2"
"fluga","B2"
"förråd","B2"
"spänna","B2"
"oönskad","B2"
"marschera","B2"
"päls","B2"
"till vara","B2"
"slant","B2"
"upprättande","B2"
"överdriva","B2"
"reparera","B2"
"central","B2"
"erövring","B2"
"justering","B2"
"nedanstående","B2"
"propagera","B2"
"talesman","B2"
"uppträdande","B2"
"tandläkare","B2"
"utförande","B2"
"utgivare","B2"
"underordnad","B2"
"explosion","B2"
"fraktion","B2"
"renovera","B2"
"snyggt","B2"
"beröva","B2"
"japan","B2"
"omvandling","B2"
"tillåtelse","B2"
"vidrig","B2"
"förmögen","B2"
"nedanför","B2"
"oförmögen","B2"
"slösa","B2"
"arbetsmarknadspolitik","B2"
"inkomstskatt","B2"
"skämta","B2"
"underrätta","B2"
"världslig","B2"
"cigarett","B2"
"hälsosam","B2"
"skalle","B2"
"spädbarn","B2"
"domslut","B2"
"dyrka","B2"
"utmärkelse","B2"
"katalog","B2"
"bredband","B2"
"kemi","B2"
"foster","C1"
"tillfällighet","C1"
"enastående","C1"
"rökning","C1"
"trots","C1"
"muta","C1"
"motgång","C1"
"människosyn","C1"
"omvända","C1"
"sammanbrott","C1"
"auktoritär","C1"
"bebis","C1"
"fat","C1"
"hunger","C1"
"metafor","C1"
"understödja","C1"
"anamma","C1"
"arrestera","C1"
"barriär","C1"
"best","C1"
"fästning","C1"
"immateriell","C1"
"vansinne","C1"
"involvera","C1"
"hopplös","C1"
"införliva","C1"
"tacksamhet","C1"
"återkalla","C1"
"jämnt","C1"
"extremist","C1"
"civilbefolkning","C1"
"förtvivlan","C1"
"löntagare","C1"
"åratal","C1"
"överträffa","C1"
"flitig","C1"
"härleda","C1"
"greve","C1"
"internt","C1"
"soppa","C1"
"tvivelaktig","C1"
"ändamålsenlig","C1"
"byråkrat","C1"
"lagstiftande","C1"
"civiliserad","C1"
"fjäll","C1"
"knäcka","C1"
"likgiltig","C1"
"nationalist","C1"
"offensiv","C1"
"socialbidrag","C1"
"befästa","C1"
"väninna","C1"
"blixt","C1"
"bevisligen","C1"
"fräsch","C1"
"ivrig","C1"
"mus","C1"
"tillkännagivande","C1"
"lojal","C1"
"småföretag","C1"
"terapi","C1"
"undanta","C1"
"frekvens","C1"
"givande","C1"
"i ljuset av","C1"
"komisk","C1"
"kostnadsfri","C1"
"uniform","C1"
"utfrågning","C1"
"godhet","C1"
"tysta","C1"
"bombning","C1"
"engelskspråkig","C1"
"beslag","C1"
"vapenvila","C1"
"buller","C1"
"intervention","C1"
"lagring","C1"
"utbyta","C1"
"svin","C1"
"lagom","C1"
"doktrin","C1"
"klick","C1"
"stämpla","C1"
"uppfostran","C1"
"bilateral","C1"
"bostadsrätt","C1"
"iakttagelse","C1"
"på sistone","C1"
"påskynda","C1"
"sponsra","C1"
"avbrott","C1"
"bestånd","C1"
"hantverkare","C1"
"sjukskrivning","C1"
"slakta","C1"
"uppröra","C1"
"besittning","C1"
"fasa","C1"
"konfrontation","C1"
"trådlös","C1"
"pub","C1"
"biverkning","C1"
"dragning","C1"
"logiskt","C1"
"österut","C1"
"deckare","C1"
"dåtid","C1"
"cynisk","C1"
"poetisk","C1"
"kostsam","C1"
"misslyckad","C1"
"prioritet","C1"
"fascist","C1"
"frestelse","C1"
"trösta","C1"
"uppriktigt","C1"
"världsekonomi","C1"
"summera","C1"
"fängelsestraff","C1"
"invigning","C1"
"revisor","C1"
"samisk","C1"
"så snart som","C1"
"underminera","C1"
"medgivande","C1"
"tvätt","C1"
"guvernör","C1"
"adekvat","C1"
"brottas","C1"
"hantverk","C1"
"minus","C1"
"fullborda","C1"
"latinsk","C1"
"stabilisera","C1"
"kvantitet","C1"
"huvudroll","C1"
"hög","C1"
"knepig","C1"
"överblick","C1"
"berömma","C1"
"räckvidd","C1"
"utifrån","C1"
"västlig","C1"
"skicklighet","C1"
"bestraffa","C1"
"spik","C1"
"akademiker","C1"
"författarskap","C1"
"närvara","C1"
"sola","C1"
"association","C1"
"exil","C1"
"förbehåll","C1"
"hämma","C1"
"nominera","C1"
"viska","C1"
"koalition","C1"
"spektakulär","C1"
"teoretiskt","C1"
"handfull","C1"
"ugn","C1"
"geografi","C1"
"meditation","C1"
"betoning","C1"
"brevlåda","C1"
"förfoga","C1"
"heja","C1"
"ironisk","C1"
"skrivare","C1"
"valdeltagande","C1"
"lamm","C1"
"berika","C1"
"brytning","C1"
"flyktingpolitik","C1"
"porr","C1"
"flöda","C1"
"revolt","C1"
"snällt","C1"
"vika","C1"
"ekosystem","C1"
"heterosexuell","C1"
"kolumn","C1"
"lyssnare","C1"
"möjligt","C1"
"utebli","C1"
"underkasta","C1"
"salong","C1"
"sjöfart","C1"
"tapet","C1"
"bråttom","C1"
"kraftverk","C1"
"spotta","C1"
"duscha","C1"
"attrahera","C1"
"måste","C1"
"ovannämnd","C1"
"tänkare","C1"
"morot","C1"
"censurera","C1"
"lagtext","C1"
"lindra","C1"
"vilse","C1"
"förenkling","C1"
"tolerera","C1"
"löst","C1"
"sankt (förk. s:t)","C1"
"överflödig","C1"
"omnämna","C1"
"pund","C1"
"slöseri","C1"
"formel","C1"
"drink","C1"
"förväntan","C1"
"lunga","C1"
"vårdcentral","C1"
"ödmjukhet","C1"
"överdrift","C1"
"häpnadsväckande","C1"
"urskilja","C1"
"frigörelse","C1"
"monetär","C1"
"tobak","C1"
"tråkigt","C1"
"förordna","C1"
"femma","C1"
"livslängd","C1"
"sval","C1"
"telefonnummer","C1"
"analytiker","C1"
"avspegla","C1"
"psykiatrisk","C1"
"rebell","C1"
"droppa","C1"
"tugga","C1"
"kval","C1"
"läroplan","C1"
"psalm","C1"
"sårbar","C1"
"kår","C1"
"luthersk","C1"
"stel","C1"
"tydliggöra","C1"
"barnslig","C1"
"betraktelse","C1"
"fortgå","C1"
"optimistisk","C1"
"tillfredsställelse","C1"
"välmående","C1"
"applicera","C1"
"förkortning","C1"
"jämställa","C1"
"runt omkring","C1"
"välsigna","C1"
"donation","C1"
"laddad","C1"
"monument","C1"
"blomma","C1"
"hona","C1"
"prick","C1"
"humanistisk","C1"
"intressent","C1"
"parameter","C1"
"sopa","C1"
"streck","C1"
"ikon","C1"
"insekt","C1"
