"Word","CEFR"
"synpunkt","A2"
"undan","A2"
"angående","A2"
"unik","A2"
"präst","A2"
"webbplats","A2"
"bostad","A2"
"vardag","A2"
"gratis","A2"
"återkomma","A2"
"bevisa","A2"
"anställd","A2"
"förbjuda","A2"
"uttala","A2"
"investering","A2"
"fira","A2"
"försäljning","A2"
"populär","A2"
"klubb","A2"
"citat","A2"
"palestinier","A2"
"utrymme","A2"
"förr","A2"
"svårt","A2"
"stark","A2"
"påminna","A2"
"aktör","A2"
"klassisk","A2"
"omkring","A2"
"fokus","A2"
"officiell","A2"
"beröra","A2"
"palestinsk","A2"
"ägare","A2"
"kapital","A2"
"relevant","A2"
"minister","A2"
"anpassa","A2"
"glädje","A2"
"titel","A2"
"något","A2"
"utgångspunkt","A2"
"nätverk","A2"
"scen","A2"
"nytta","A2"
"hållbar","A2"
"begränsa","A2"
"sikte","A2"
"snygg","A2"
"kvinnlig","A2"
"som vanligt","A2"
"avstånd","A2"
"fly","A2"
"betydande","A2"
"skyldig","A2"
"i övrigt","A2"
"inflation","A2"
"ben","A2"
"definition","A2"
"uppmärksamhet","A2"
"ladda","A2"
"jul","A2"
"dåligt","A2"
"kommunal","A2"
"passera","A2"
"herre","A2"
"i fråga om","A2"
"klimat","A2"
"var","A2"
"topp","A2"
"troligen","A2"
"kompis","A2"
"främja","A2"
"landsting","A2"
"undersöka","A2"
"kilometer (förk. km)","A2"
"reform","A2"
"testa","A2"
"konkret","A2"
"rakt","A2"
"uppenbarligen","A2"
"desto","A2"
"socialdemokratisk","A2"
"trupp","A2"
"vart","A2"
"seger","A2"
"centerparti","A2"
"förlust","A2"
"själ","A2"
"öde","A2"
"mord","A2"
"dokument","A2"
"upphöra","A2"
"folkparti","A2"
"kraftigt","A2"
"middag","A2"
"reagera","A2"
"hjärna","A2"
"kulturell","A2"
"södra","A2"
"fast","A2"
"förtroende","A2"
"förordning","A2"
"upphovsrätt","A2"
"skuld","A2"
"professor","A2"
"inklusive","A2"
"beskrivning","A2"
"lycka","A2"
"skrivning","A2"
"yrkande","A2"
"kär","A2"
"äng","A2"
"hänvisa","A2"
"buss","A2"
"norra","A2"
"fullständigt","A2"
"make","A2"
"antagligen","A2"
"plan","A2"
"stil","A2"
"förbund","A2"
"tolkning","A2"
"utöver","A2"
"syster (vardagl. syrra)","A2"
"berg","A2"
"motståndare","A2"
"höger","A2"
"praktisk","A2"
"beteende","A2"
"bud","A2"
"träning","A2"
"vare sig","A2"
"äktenskap","A2"
"grov","A2"
"uppe","A2"
"inslag","A2"
"förhindra","A2"
"delning","A2"
"kapitalism","A2"
"bilaga","A2"
"tom","A2"
"invånare","A2"
"struktur","A2"
"politiskt","A2"
"sjukhus","A2"
"mer eller mindre","A2"
"främsta","A2"
"djupt","A2"
"visning","A2"
"korrekt","A2"
"bäst","A2"
"gentemot","A2"
"tack vare","A2"
"aspekt","A2"
"godkänna","A2"
"felaktig","A2"
"dialog","A2"
"oro","A2"
"vägg","A2"
"kinesisk","A2"
"ständig","A2"
"tema","A2"
"helhet","A2"
"satsning","A2"
"statistik","A2"
"beräkna","A2"
"resonemang","A2"
"förbud","A2"
"dollar","A2"
"längs","A2"
"fixa","A2"
"kollega","A2"
"inträffa","A2"
"sjukvård","A2"
"överleva","A2"
"sannolikt","A2"
"i första hand","A2"
"meddelande","A2"
"näringsliv","A2"
"låna","A2"
"förståelse","A2"
"möjligen","A2"
"fisk","A2"
"konsument","A2"
"framhålla","A2"
"storlek","A2"
"telefon","A2"
"kön","A2"
"slut","A2"
"laga","A2"
"roman","A2"
"lån","A2"
"likna","A2"
"lita","A2"
"säng","A2"
"rädsla","A2"
"övertygad","A2"
"skit","A2"
"tänkande","A2"
"arm","A2"
"bruk","A2"
"radio","A2"
"granska","A2"
"i synnerhet","A2"
"bekräfta","A2"
"väder","A2"
"hinder","A2"
"förut","A2"
"personligen","A2"
"bana","A2"
"reklam","A2"
"trafik","A2"
"ärlig","A2"
"allting","A2"
"artist","A2"
"bröd","A2"
"huruvida","A2"
"utsatt","A2"
"butik","A2"
"ytterst","A2"
"förbli","A2"
"tråkig","A2"
"hemlig","A2"
"andlig","A2"
"beträffande","A2"
"vänster","A2"
"fartyg","A2"
"flyga","A2"
"gifta","A2"
"snäll","A2"
"ränta","A2"
"proposition","A2"
"svårighet","A2"
"fart","A2"
"tant","A2"
"berörd","A2"
"avsikt","A2"
"frisk","A2"
"opposition","A2"
"härlig","A2"
"intryck","A2"
"visa","A2"
"duktig","A2"
"ideologi","A2"
"representant","A2"
"tack","A2"
"engagemang","A2"
"finsk","A2"
"bekant","A2"
"överallt","A2"
"gäng","A2"
"träda","A2"
"sjunka","A2"
"föremål","A2"
"vad","A2"
"attack","A2"
"falsk","A2"
"representera","A2"
"miljöparti","A2"
"avgift","A2"
"normalt","A2"
"motsvara","A2"
"i allmänhet","A2"
"översättning","A2"
"seriös","A2"
"omedelbart","A2"
"kraftig","A2"
"uppskatta","A2"
"kommitté","A2"
"blanda","A2"
"blod","A2"
"högskola","A2"
"fritt","A2"
"integritet","A2"
"hår","A2"
"organ","A2"
"lycklig","A2"
"misstag","A2"
"kvar","A2"
"träd","A2"
"tak","A2"
"straff","A2"
"perfekt","A2"
"överenskommelse","A2"
"kampanj","A2"
"grej","A2"
"åstadkomma","A2"
"budget","A2"
"rygg","A2"
"gott","A2"
"press","A2"
"digital","A2"
"framstå","A2"
"verktyg","A2"
"beroende på","A2"
"betyg","A2"
"detsamma","A2"
"start","A2"
"leverera","A2"
"kompetens","A2"
"var och en","A2"
"långsiktig","A2"
"vinter","A2"
"gripa","A2"
"skyldighet","A2"
"evig","A2"
"företrädare","A2"
"etnisk","A2"
"med andra ord","A2"
"njuta","A2"
"posta","A2"
"runda","A2"
"för","A2"
"bereda","A2"
"uppmärksamma","A2"
"arbetslös","A2"
"yta","A2"
"skratta","A2"
"underlätta","A2"
"föreligga","A2"
"tillämpning","A2"
"garantera","A2"
"jakt","A2"
"utse","A2"
"blick","A2"
"svenska","A2"
"konferens","A2"
"framföra","A2"
"runt","A2"
"specifik","A2"
"varg","A2"
"kanal","A2"
"klok","A2"
"regim","A2"
"utöva","A2"
"fokusera","A2"
"belopp","A2"
"bransch","A2"
"sekund","A2"
"reda","A2"
"torde","A2"
"färdig","A2"
"ordna","A2"
"närma","A2"
"vind","A2"
"gård","A2"
"mitt","A2"
"framgångsrik","A2"
"identitet","A2"
"sång","A2"
"närma sig","A2"
"skrika","A2"
"tidpunkt","A2"
"avskaffa","A2"
"samband","A2"
"lugn","A2"
"uppge","A2"
"deltagare","A2"
"ursprung","A2"
"bestämd","A2"
"insikt","A2"
"forum","A2"
"kort","A2"
"statsminister","A2"
"annorlunda","A2"
"definiera","A2"
"fönster","A2"
"get","A2"
"likhet","A2"
"ljud","A2"
"beställa","A2"
"synd","A2"
"papper","A2"
"fara","A2"
"definitivt","A2"
"omfattning","A2"
"bevara","A2"
"väga","A2"
"fenomen","A2"
"riktlinje","A2"
"profet","A2"
"decennium","A2"
"i stort sett","A2"
"inriktning","A2"
"misslyckas","A2"
"ram","A2"
"finansiera","A2"
"hotell","A2"
"kristendom","A2"
"dess","A2"
"i förhållande till","A2"
"klaga","A2"
"skatta","A2"
"upprätta","A2"
"förhoppningsvis","A2"
"gynna","A2"
"ifall","A2"
"oberoende","A2"
"leka","A2"
"märke","A2"
"snö","A2"
"upprepa","A2"
"undervisning","A2"
"kött","A2"
"förutsätta","A2"
"replik","A2"
"koppling","A2"
"snitt","A2"
"engelska","A2"
"överhuvudtaget","A2"
"sysselsättning","A2"
"besked","A2"
"lätta","A2"
"oavsett","A2"
"avseende","A2"
"okänd","A2"
"katolsk","A2"
"ropa","A2"
"bekämpa","A2"
"synd","A2"
"genast","A2"
"sjö","A2"
"så småningom (el. småningom)","A2"
"logisk","A2"
"inom ramen för","A2"
"kaffe","A2"
"förstärka","A2"
"euro","A2"
"mänsklighet","A2"
"nere","A2"
"betona","A2"
"expert","A2"
"fildelning","A2"
"olja","A2"
"förbereda","A2"
"förfarande","A2"
"trygghet","A2"
"konstnär","A2"
"i själva verket","A2"
"norsk","A2"
"i fråga (el. ifråga)","A2"
"stjärna","A2"
"tyg","A2"
"läsning","A2"
"blå","A2"
"fotboll","A2"
"flykting","A2"
"koppla","A2"
"forma","A2"
"bibel","A2"
"förresten","A2"
"samarbeta","A2"
"slänga","A2"
"ögonblick","A2"
"neka","A2"
"extra","A2"
"arbetsplats","A2"
"lokal","A2"
"summa","A2"
"tillräcklig","A2"
"äcklig","A2"
"tona","A2"
"tendens","A2"
"på så sätt","A2"
"restaurang","A2"
"återstå","A2"
"vila","A2"
"extremt","A2"
"kamera","A2"
"självständig","A2"
"socialistisk","A2"
"framställa","A2"
"ända (el. ände)","A2"
"mångfald","A2"
"strand","A2"
"pension","A2"
"hem","A2"
"diskriminering","A2"
"misstänka","A2"
"utsläpp","A2"
"logga","A2"
"medicin","A2"
"sport","A2"
"rättvisa","A2"
"eld","A2"
"individuell","A2"
"därifrån","A2"
"ifrån","A2"
"yttre","A2"
"arabisk","A2"
"erhålla","A2"
"moralisk","A2"
"revolutionär","A2"
"egendom","A2"
"köp","A2"
"välfärd","A2"
"sticka","A2"
"mäta","A2"
"helvete","A2"
"tuff","A2"
"jordbruk","A2"
"sällskap","A2"
"medverka","A2"
"arbetstagare","A2"
"fånga","A2"
"blogga","A2"
"terrorism","A2"
"fest","A2"
"ordentligt","A2"
"väst","A2"
"sajt","A2"
"prova","A2"
"prägla","A2"
"dum","A2"
"övning","A2"
"jobbig","A2"
"måla","A2"
"vin","A2"
"identifiera","A2"
"rasism","A2"
"ståndpunkt","A2"
"granne","A2"
"rang","A2"
"resultera","A2"
"karriär","A2"
"trend","A2"
"kontor","A2"
"jaga","A2"
"yttrandefrihet","A2"
"fortsättning","A2"
"diverse","A2"
"stöta","A2"
"förneka","A2"
"väsentlig","A2"
"manlig","A2"
"demonstration","A2"
"färd","A2"
"efterfrågan","A2"
"kandidat","A2"
"upprätthålla","A2"
"fördrag","A2"
"instrument","A2"
"analysera","A2"
"främmande","A2"
"uppmuntra","A2"
"genomförande","A2"
"konservativ","A2"
"attityd","A2"
"föreställning","A2"
"än","A2"
"lyda","A2"
"juridisk","A2"
"variant","A2"
"höjd","A2"
"utrikesminister","A2"
"gäst","A2"
"hustru","A2"
"vandring","A2"
"kontakta","A2"
"mil","A2"
"kort","A2"
"eventuellt (förk. ev.)","A2"
"lära","A2"
"medge","A2"
"ologisk","A2"
"alkohol","A2"
"invandring","A2"
"arbetarklass","A2"
"lögn","A2"
"yttrande","A2"
"tillfällig","A2"
"varav","A2"
"doktor (förk. dr)","A2"
"olaglig","A2"
"gränsa","A2"
"vision","A2"
"framöver","A2"
"över","A2"
"omgivning","A2"
"bistånd","A2"
"ansluta","A2"
"bas","A2"
"fil","A2"
"föredra","A2"
"hemma","A2"
"sönder","A2"
"etablerad","A2"
"välkomna","A2"
"tillverka","A2"
"ambition","A2"
"aktie","A2"
"anklaga","A2"
"dygn","A2"
"förtjäna","A2"
"hur som helst (el. hursomhelst)","A2"
"norm","A2"
"osäker","A2"
"räkning","A2"
"republik","A2"
"rykte","A2"
"jämförelse","A2"
"avstå","A2"
"ära","A2"
"länsstyrelse","A2"
"smart","A2"
"bibliotek","A2"
"diktatur","A2"
"variera","A2"
"dominera","A2"
"utreda","A2"
"boende","A2"
"museum","A2"
"förvandla","A2"
"påbörja","A2"
"ursäkt","A2"
"vete","A2"
"organisera","A2"
"kommunistisk","A2"
"öra","A2"
"aktivt","A2"
"granskning","A2"
"balans","A2"
"mage","A2"
"teckna","A2"
"arg","A2"
"säkra","A2"
"lunch","A2"
"kommunist","A2"
"militär","A2"
"gåva","A2"
"för närvarande","A2"
"alternativ","A2"
"befintlig","A2"
"hälsa","A2"
"socialism","A2"
"ursprunglig","A2"
"anställning","A2"
"ansökan","A2"
"protest","A2"
"test","A2"
"anda","A2"
"galen","A2"
"katastrof","A2"
"hata","A2"
"gissa","A2"
"mur","A2"
"tjänsteman","A2"
"led","A2"
"beakta","A2"
"till följd av","A2"
"reglera","A2"
"kristdemokrat","A2"
"flod","A2"
"talare","A2"
"mörker","A2"
"begränsning","A2"
"värme","A2"
"agerande","A2"
"minoritet","A2"
"etablera","A2"
"dam","A2"
"spansk","A2"
"motiv","A2"
"olikhet","A2"
"rättslig","A2"
"utställning","A2"
"utomlands","A2"
"huvudstad","A2"
"likt","A2"
"terrorist","A2"
"besökare","A2"
"hushåll","A2"
"respektera","A2"
"fullständig","A2"
"mäktig","A2"
"växande","A2"
"stabil","A2"
"förvaltning","A2"
"hat","A2"
"mönster","A2"
"nyss","A2"
"varumärke","A2"
"fastighet","A2"
"inta","A2"
"orolig","A2"
"rulla","A2"
"moral","A2"
"motivera","A2"
"myt","A2"
"noga","A2"
"snacka","A2"
"till sist","A2"
"förmedla","A2"
"hamn","A2"
"tillhandahålla","A2"
"informera","A2"
"karta","A2"
"utforma","A2"
"konvention","A2"
"allt mer (el. alltmer)","A2"
"koll","A2"
"längd","A2"
"medicinsk","A2"
"läggning","A2"
"kilogram (el. kilo; förk. kg)","A2"
"finansiering","A2"
"löfte","A2"
"mörda","A2"
"anställd","A2"
"amerikan","A2"
"rit","A2"
"status","A2"
"biologisk","A2"
"dikt","A2"
"sko","A2"
"sträcka","A2"
"medarbetare","A2"
"lust","A2"
"kassa","A2"
"flygplats","A2"
"tingsrätt","A2"
"avdelning","A2"
"säkerställa","A2"
"åklagare","A2"
"lysa","A2"
"lidande","A2"
"syna","A2"
"standard","A2"
"olycka","A2"
"term","A2"
"maskin","A2"
"transport","A2"
"etisk","A2"
"fattigdom","A2"
"servera","A2"
"intern","A2"
"trolig","A2"
"golv","A2"
"förmiddag (förk. fm.)","A2"
"statsråd","A2"
"inrätta","A2"
"närhet","A2"
"semester","A2"
"därigenom","A2"
"ras","A2"
"tysk","A2"
"favorit","A2"
"framsteg","A2"
"tillvaro","A2"
"faktisk","A2"
"stolt","A2"
"strax","A2"
"strida","A2"
"angelägen","A2"
"skylla","A2"
"ont","A2"
"engagera","A2"
"beräkning","A2"
"välkommen","A2"
"ideologisk","A2"
"finger","A2"
"hål","A2"
"prövning","A2"
"vettig","A2"
"komplicerad","A2"
"sund","A2"
"domare","A2"
"frukt","A2"
"signal","A2"
"guld","A2"
"homosexuell","A2"
"brottslighet","A2"
"rejäl","A2"
"rättegång","A2"
"mått","A2"
"kammare","A2"
"nazist","A2"
"förefalla","A2"
"efteråt","A2"
"försäkring","A2"
"konung","A2"
"såklart","A2"
"ändamål","A2"
"avsedd","A2"
"generell","A2"
"kommunism","A2"
"dölja","A2"
"arab","A2"
"sträva","A2"
"stämning","A2"
"torg","A2"
"planerad","A2"
"utrustning","A2"
"vandra","A2"
"registrera","A2"
"argumentera","A2"
"kök","A2"
"uppgå","A2"
"visst","A2"
"bön","A2"
"anläggning","A2"
"filosofi","A2"
"gråta","A2"
"underlag","A2"
"typisk","A2"
"förespråka","A2"
"smärta","A2"
"uppror","A2"
"strategisk","A2"
"symbol","A2"
"radikal","A2"
"VD (verkställande direktör)","A2"
"frid","A2"
"arbetskraft","A2"
"bevilja","A2"
"rot","A2"
"förmå","A2"
"rak","A2"
"formulera","A2"
"jämställdhet","A2"
"existens","A2"
"bonde","A2"
"bränna","A2"
"italiensk","A2"
"utgift","A2"
"förbättring","A2"
"föreställa","A2"
"operation","A2"
"landa","A2"
"service","A2"
"låsa","A2"
"varna","A2"
"anställa","A2"
"förtryck","A2"
"varelse","A2"
"tyst","A2"
"bredvid","A2"
"syssla","A2"
"drömma","A2"
"evangelium","A2"
"planet","A2"
"organiserad","A2"
"fält","A2"
"omröstning","A2"
"psykisk","A2"
"fåtal","A2"
"öppet","A2"
"överväga","A2"
"stopp","A2"
"tråd","A2"
"prov","A2"
"sinne","A2"
"sorg","A2"
"ensamt","A2"
"gemensamt","A2"
"bort","A2"
"kommersiell","A2"
"före detta (förk. f.d., f d)","A2"
"sist","A2"
"i huvudsak","A2"
"lämpa sig","A2"
"annorlunda","A2"
"lura","A2"
"förvisso","A2"
"övervakning","A2"
"pågående","A2"
"utvärdering","A2"
"trygg","A2"
"arv","A2"
"seminarium","A2"
"besvara","A2"
"övergrepp","A2"
"pass","A2"
"ljuga","A2"
"uppdatering","A2"
"grekisk","A2"
"närvaro","A2"
"tidskrift","A2"
"infrastruktur","A2"
"biskop","A2"
"läger","A2"
"mer och mer","A2"
"adress","A2"
"efterhand","A2"
"förvånad","A2"
"ovanlig","A2"
"jävla (el. djävla)","A2"
"kontrakt","A2"
"skild","A2"
"daglig","A2"
"penningpolitik","A2"
"röstning","A2"
"lugnt","A2"
"video","A2"
"med hänsyn till","A2"
"översätta","A2"
"fågel","A2"
"inkludera","A2"
"era","A2"
"rörande","A2"
"förena","A2"
"ledig","A2"
"kärnkraft","A2"
"onödig","A2"
"ryss","A2"
"känslig","A2"
"smak","A2"
"order","A2"
"avancerad","A2"
"deltagande","A2"
"nämnd","A2"
"absolut","A2"
"israel","A2"
"prioritera","A2"
"tillägga","A2"
"blåsa","A2"
"trädgård","A2"
"kors","A2"
"nyfiken","A2"
"kombination","A2"
"mod","A2"
"landskap","A2"
"överlämna","A2"
"vinnare","A2"
"oskyldig","A2"
"fastna","A2"
"förväntning","A2"
"temperatur","A2"
"övergripande","A2"
"motverka","A2"
"våldsam","A2"
"fack","A2"
"komplettera","A2"
"protokoll","A2"
"webb (el. web)","A2"
"bota","A2"
"förlag","A2"
"bege sig","A2"
"konsumtion","A2"
"värdefull","A2"
"kost","A2"
"godkänd","A2"
"datum","A2"
"därtill","A2"
"recension","A2"
"till","A2"
"omsorg","A2"
"kriterium","A2"
"fånge","A2"
"extrem","A2"
"förbindelse","A2"
"angrepp","A2"
"lansera","A2"
"saga","A2"
"basera","A2"
"cykel","A2"
"design","A2"
"frivillig","A2"
"med anledning av","A2"
"västra","A2"
"påverkan","A2"
"verkan","A2"
"ful","A2"
"kongress","A2"
"skära","A2"
"testamente","A2"
"gul","A2"
"skriftlig","A2"
"våg","A2"
"årlig","A2"
"reservation","A2"
"rättvis","A2"
"yrke","A2"
"århundrade","A2"
"anslag","A2"
"drog","A2"
"gömma","A2"
"äkta","A2"
"intellektuell","A2"
"kejsare","A2"
"planering","A2"
"släkt","A2"
"drottning","A2"
"uppträda","A2"
"övergå","A2"
"het","A2"
"läkemedel","A2"
"utformning","A2"
"elektronisk","A2"
"obligatorisk","A2"
"investera","A2"
"fond","A2"
"dubbel","A2"
"uppkomma","A2"
"somna","A2"
"ställningstagande","A2"
"utesluta","A2"
"frukost","A2"
"förhoppning","A2"
"facklig","A2"
"prognos","A2"
"sannolikhet","A2"
"advokat","A2"
"kapitalistisk","A2"
"tveksam","A2"
"anlända","A2"
"regn","A2"
"röja","A2"
"motsats","A2"
"referens","A2"
"fabrik","A2"
"i och för sig","A2"
"japansk","A2"
"plus","A2"
"marknadsföring","A2"
"rena","A2"
"innebörd","A2"
"stjäla","A2"
"online","A2"
"omgång","A2"
"protestera","A2"
"tillkomma","A2"
"bemöta","A2"
"tränga","A2"
"bestående","A2"
"blomma","A2"
"överföra","A2"
"solidaritet","A2"
"lydelse","A2"
"annons","A2"
"riksdagsledamot","A2"
"brinna","A2"
"rinna","A2"
"gärning","A2"
"samverkan","A2"
"rymma","A2"
"blogginlägg","A2"
"sammanfatta","A2"
"östra","A2"
"dröja","A2"
"avbryta","A2"
"gräva","A2"
"stryka","A2"
"kreativ","A2"
"till dess","A2"
"intensiv","A2"
"sålunda","A2"
"roa","A2"
"understryka","A2"
"glas","A2"
"album","A2"
"territorium","A2"
"möjliggöra","A2"
"fördelning","A2"
"folkomröstning","A2"
"skede","A2"
"markera","A2"
"skaka","A2"
"sten","A2"
"vagn","A2"
"värna","A2"
"hemsk","A2"
"kriminell","A2"
"saklig","A2"
"närvarande","A2"
"automatiskt","A2"
"skämma","A2"
"vittna","A2"
"spendera","A2"
"ansvara","A2"
"ledarskap","A2"
"trivas","A2"
"figur","A2"
"bygd","A2"
"spridning","A2"
"lyckad","A2"
"le","A2"
"betalning","A2"
"oroa","A2"
"lov","A2"
"motsatt","A2"
"knyta","A2"
"från och med","A2"
"rekommendation","A2"
"ansträngning","A2"
"institut","A2"
"kritiker","A2"
"övre","A2"
"moderat","A2"
"data","A2"
"hörn","A2"
"inhemsk","A2"
"öl","A2"
"ängel","A2"
"blott","A2"
"förhålla sig","A2"
"förhålla","A2"
"park","A2"
"regelverk","A2"
"nackdel","A2"
"vittne","A2"
"ljus","A2"
"medvetet","A2"
"gas","A2"
"tipsa","A2"
"våldtäkt","A2"
"boka","A2"
"sådan här (vardagl. sån här)","A2"
"ekologisk","A2"
"återfinna","A2"
"huvudsakligen","A2"
"överge","A2"
"ockupation","A2"
"likaså","A2"
"bringa","A2"
"hylla","A2"
"sammanfattning","A2"
"liberal","A2"
"graf","A2"
"slott","A2"
"anspråk","A2"
"motsättning","A2"
"byte","A2"
"logik","A2"
"resonera","A2"
"tempel","A2"
"krönika","A2"
"tillbringa","A2"
"kopia","A2"
"instans","A2"
"företagare","A2"
"medlemskap","A2"
"egentlig","A2"
"landsbygd","A2"
"integration","A2"
"gest","A2"
"tyst","A2"
"längta","A2"
"föreskrift","A2"
"generellt","A2"
"konto","A2"
"ju","A2"
"tämligen","A2"
"då och då","A2"
"ryka","A2"
"reglering","A2"
"misstänkt","A2"
"paket","A2"
"bete sig","A2"
"kollektiv","A2"
"fotograf","A2"
"vänlig","A2"
"hemlighet","A2"
"administrativ","A2"
"dansa","A2"
"tillägg","A2"
"fordon","A2"
"nöja sig","A2"
"kliva","A2"
"bro","A2"
"mandat","A2"
"inledning","A2"
"införande","A2"
"antyda","A2"
"innefatta","A2"
"kommunicera","A2"
"praktiskt","A2"
"förmån","A2"
"motivering","A2"
"tystnad","A2"
"valuta","A2"
"genomgå","A2"
"nåd","A2"
"redaktion","A2"
"extern","A2"
"sfär","A2"
"flygplan","A2"
"kamrat","A2"
"premiärminister","A2"
"botten","A2"
"västerländsk","A2"
"skala","A2"
"utsikt","A2"
"besegra","A2"
"utfärda","A2"
"stimulera","A2"
"kraftfull","A2"
"utöka","A2"
"angripa","A2"
"utseende","A2"
"promenad","A2"
"universum","A2"
"vanligtvis","A2"
"pensionär","A2"
"redo","A2"
"järnväg","A2"
"jämn","A2"
"utbyte","A2"
"öppenhet","A2"
"grundval","A2"
"attackera","A2"
"slita","A2"
"förskola","A2"
"föregående","A2"
"föreskriva","A2"
"inspiration","A2"
"anhängare","A2"
"hyra","A2"
"kärna","A2"
"över huvud taget (el. överhuvudtaget)","A2"
"löpa","A2"
"blad","A2"
"gårdag","A2"
"tillföra","A2"
"trovärdighet","A2"
"varv","A2"
"värdighet","A2"
"dans","A2"
"osäkerhet","A2"
"enstaka","A2"
"flyg","A2"
"vana","A2"
"spänning","A2"
"anfall","A2"
"utarbeta","A2"
"skrämma","A2"
"nyckel","A2"
"skribent","A2"
"garanti","A2"
"sakta","A2"
"tillsätta","A2"
"tvekan","A2"
"tand","A2"
"yrka","A2"
"tacksam","A2"
"tävla","A2"
"bortom","A2"
"utbilda","A2"
"hemland","A2"
"utav","A2"
"avvisa","A2"
"potentiell","A2"
"sovjetisk","A2"
"skepp","A2"
"utgång","A2"
"skrämmande","A2"
"omedelbar","A2"
"partner","A2"
"rejält","A2"
"kapacitet","A2"
"genomsnitt","A2"
"värdig","A2"
"gymnasium","A2"
"umgås","A2"
"knä","A2"
"element","A2"
"fredlig","A2"
"smal","A2"
"gubbe","A2"
"arrangera","A2"
"skugga","A2"
"pressa","A2"
"självständighet","A2"
"densamma","A2"
"slutlig","A2"
"tvivel","A2"
"fälla","A2"
"smaka","A2"
"näst","A2"
"utbud","A2"
"opinion","A2"
"värdera","A2"
"allvarligt","A2"
"formell","A2"
"dagligen","A2"
"ursprungligen","A2"
"vidare","A2"
"fördela","A2"
"ovanligt","A2"
"reducera","A2"
"vanligt","A2"
"skadestånd","A2"
"kopiera","A2"
"övergång","A2"
"anhörig","A2"
"ångest","A2"
"vakt","A2"
"förhandla","A2"
"koncentrera","A2"
"tabell","A2"
"önskan","B1"
"konsert","B1"
"teckning","B1"
"avgå","B1"
"grav","B1"
"agenda","B1"
"samfund","B1"
"krets","B1"
"kunglig","B1"
"anmälan","B1"
"inneha","B1"
"soffa","B1"
"stabilitet","B1"
"förnuft","B1"
"därav","B1"
"tredjedel","B1"
"ovanstående","B1"
"trovärdig","B1"
"strunta","B1"
"akademisk","B1"
"permanent","B1"
"nyttig","B1"
"invändning","B1"
"våning","B1"
"långsamt","B1"
"vild","B1"
"propaganda","B1"
"troende","B1"
"exemplar","B1"
"resolution","B1"
"ekonomiskt","B1"
"därpå","B1"
"formulering","B1"
"ihjäl","B1"
"såväl som","B1"
"instämma","B1"
"halvår","B1"
"debattera","B1"
"idiot","B1"
"yttersta","B1"
"intill","B1"
"torr","B1"
"söt","B1"
"socialist","B1"
"anordna","B1"
"besviken","B1"
"lektion","B1"
"ledsen","B1"
"grattis","B1"
"sistnämnd","B1"
"tragisk","B1"
"teater","B1"
"försäkra","B1"
"ideal","B1"
"vice","B1"
"hantering","B1"
"målsättning","B1"
"begripa","B1"
"upphov","B1"
"kränka","B1"
"i morse (el. imorse)","B1"
"hals","B1"
"mån","B1"
"stam","B1"
"journalistik","B1"
"intäkt","B1"
"mjuk","B1"
"Bproper name (bruttonationalprodukt)","B1"
"grå","B1"
"profil","B1"
"krossa","B1"
"partiledare","B1"
"centimeter (förk. cm)","B1"
"övertyga","B1"
"romersk","B1"
"sörja","B1"
"inspirera","B1"
"övertygelse","B1"
"stackars","B1"
"sänkning","B1"
"potential","B1"
"antagande","B1"
"tilldela","B1"
"biljett","B1"
"motsätta","B1"
"komplex","B1"
"skadad","B1"
"begäran","B1"
"arena","B1"
"kust","B1"
"åtal","B1"
"dimension","B1"
"internationellt","B1"
"nationellt","B1"
"hållning","B1"
"gen","B1"
"lugn","B1"
"döpa","B1"
"fantasi","B1"
"spets","B1"
"avsätta","B1"
"fundering","B1"
"kombinera","B1"
"observera","B1"
"intressera","B1"
"uppåt","B1"
"fas","B1"
"dop","B1"
"professionell","B1"
"klippa","B1"
"trist","B1"
"ombord","B1"
"sparka","B1"
"klimatförändring","B1"
"undervisa","B1"
"dåvarande","B1"
"varning","B1"
"ton","B1"
"tänkbar","B1"
"villig","B1"
"station","B1"
"släkting","B1"
"övrigt","B1"
"giltig","B1"
"gudomlig","B1"
"objektiv","B1"
"brand","B1"
"meningslös","B1"
"yttra","B1"
"minskning","B1"
"axel","B1"
"försämra","B1"
"motor","B1"
"i och med","B1"
"konstruktion","B1"
"arkiv","B1"
"äventyr","B1"
"oj","B1"
"Sverige","B1"
"humor","B1"
"like","B1"
"paragraf","B1"
"odla","B1"
"erbjudande","B1"
"vidga","B1"
"volym","B1"
"motsätta sig","B1"
"missbruk","B1"
"utvidga","B1"
"snarast","B1"
"uppmaning","B1"
"kram","B1"
"intervjua","B1"
"livsmedel","B1"
"anklagelse","B1"
"cykla","B1"
"samordning","B1"
"dessvärre","B1"
"oklar","B1"
"företeelse","B1"
"offra","B1"
"lager","B1"
"arbetsliv","B1"
"lysande","B1"
"bränsle","B1"
"finanskris","B1"
"nödvändigtvis","B1"
"gott om","B1"
"medeltid","B1"
"strävan","B1"
"hastighet","B1"
"kö","B1"
"medvetande","B1"
"producent","B1"
"så pass","B1"
"vetande","B1"
"i mitten av","B1"
"dylik","B1"
"installera","B1"
"utge","B1"
"förberedelse","B1"
"fördom","B1"
"synnerligen","B1"
"i närheten av","B1"
"åtagande","B1"
"tillkännage","B1"
"kaos","B1"
"mästare","B1"
"utmana","B1"
"drift","B1"
"hundratal","B1"
